GeneID	TranscriptLength
Tb927.3.4420	1332
Tb927.6.1470	1452
Tb927.4.3400	1830
Tb11.02.3900	1414
Tb11.01.5930	4830
Tb11.02.4280	4529
Tb927.5.2330	15029
Tb927.4.3150	1994
Tb09.211.3830	720
Tb11.02.4300	3080
Tb927.3.5760	3760
Tb927.4.310	19842
Tb11.01.2810	5266
Tb927.8.7820	1515
Tb927.8.7760	4046
Tb927.8.1500	3566
Tb11.02.1470	4757
Tb927.6.2210	3529
Tb927.4.2240	1798
Tb11.15.0005b	NA
Tb11.12.0004	1746
Tb927.10.5910	3519
Tb927.10.14740	1595
Tb09.160.0490	1404
Tb09.160.2650	3974
Tb927.3.4210	5647
Tb927.5.1960	1554
Tb927.7.6410	4513
Tb09.160.0910	1212
Tb927.4.3330	1471
Tb927.3.3790	1233
Tb927.10.6960	1661
Tb11.02.5290	1766
Tb927.4.3000	1812
Tb09.v2.0450	300
Tb927.7.1060	2364
Tb927.3.4400	1117
Tb11.02.0880	13719
Tb927.10.8390	11166
Tb927.3.1910	6571
Tb927.10.15760	1566
Tb927.7.3740	3853
Tb11.02.1000	3259
Tb927.4.3340	1878
Tb927.10.14020	1537
Tb927.10.3270	509
Tb11.18.0005	3386
Tb927.5.3280	3885
Tb927.6.3590	3397
Tb927.8.5550	1190
Tb09.211.2200	1853
Tb927.10.11140	5679
Tb09.160.0950	1652
Tb11.02.4390	1964
Tb927.10.940	1263
Tb927.3.3060	3868
Tb927.4.1730	1222
Tb927.4.3970	5383
Tb927.5.4090	1344
Tb927.8.3820	4326
Tb927.7.3080	1320
Tb927.3.3260	1196
Tb927.10.15310	5621
Tb11.02.0690	4953
Tb927.5.3190	918
Tb927.7.5240	3452
Tb927.4.2170	1446
Tb927.10.8180	3657
Tb927.5.3490	1209
Tb927.5.3460	1880
Tb927.3.870	1375
Tb927.10.450	2227
Tb927.6.3530	1653
Tb927.4.2990	3919
Tb927.6.5070	1984
Tb11.39.0004	3185
Tb927.6.4270	1322
Tb09.160.5620	1896
Tb927.10.14920	4181
Tb11.02.1880	906
Tb927.10.6200	740
Tb927.4.720	926
Tb927.5.3250	5608
Tb927.5.570	6444
Tb927.7.6340	3418
Tb927.7.7090	1669
Tb927.8.7480	1996
Tb927.8.940	8349
Tb09.160.0465	657
Tb09.244.2860	700
Tb11.01.4190	1488
Tb11.02.1540	7768
Tb11.47.0021	6037
Tb927.10.11920	581
Tb927.3.2940	1182
Tb927.3.3570	777
Tb927.3.5410	1052
Tb927.3.700	867
Tb927.4.4580	4355
Tb927.4.970	739
Tb927.6.4570	635
Tb927.6.5150	9531
Tb927.6.690	3066
Tb927.7.2090	5365
Tb11.01.7430	1195
Tb11.02.2480	997
Tb927.7.7460	660
Tb927.10.10290	752
Tb927.10.9890	3678
Tb11.01.6790	2473
Tb11.01.2700	3381
Tb11.02.0220	3456
Tb11.02.0358	3413
Tb11.02.0930	5228
Tb11.03.0860	2123
Tb927.10.11150	2191
Tb927.10.3000	3125
Tb927.10.6620	2978
Tb927.3.5110	1533
Tb927.8.1070	2933
Tb927.8.4310	2479
Tb09.211.4520	1139
Tb927.8.1290	5006
Tb927.7.4120	2277
Tb927.8.4370	3398
Tb11.01.1960	2229
Tb11.01.8190	4958
Tb927.4.1910	4406
Tb927.8.8280	1546
Tb927.2.2230	1745
Tb927.10.4400	492
Tb927.6.1100	2785
Tb11.02.0980	3313
Tb11.01.1090	1010
Tb11.02.0210	2481
Tb927.6.3220	3755
Tb927.3.1300	2629
Tb927.4.4570	4516
Tb927.7.2160	2885
Tb09.160.2200	2216
Tb09.211.4170	1917
Tb11.01.6430	1638
Tb11.02.1510	4857
Tb11.02.3770	777
Tb927.10.14660	1299
Tb927.2.5000	1726
Tb927.3.1810	1529
Tb927.7.6640	6394
Tb927.8.4200	7477
Tb927.3.2050	5160
Tb11.01.0520	623
Tb09.211.0200	1797
Tb11.02.2810	1587
Tb927.10.1300	1290
Tb927.8.4690	1173
Tb927.1.3310	1364
Tb927.10.13790	3956
Tb927.10.14700	1396
Tb11.01.7530	2264
Tb927.3.5350	1444
Tb927.5.2560	728
Tb927.8.2300	1228
Tb09.211.1850	1221
Tb11.01.1800	874
Tb11.01.2020	1682
Tb11.02.0190	4387
Tb927.4.2250	1792
Tb927.10.10200	2363
Tb11.0840	1235
Tb927.10.13800	3939
Tb927.6.1990	1111
Tb927.7.3550	6561
Tb927.7.4910	1751
Tb927.8.5370	1688
Tb09.211.0610	4339
Tb09.211.1150	2078
Tb11.02.0830	3171
Tb11.02.1410	3535
Tb11.03.0310	4951
Tb927.4.3470	2138
Tb927.7.4430	1562
Tb927.7.7220	4078
Tb927.8.4190	3488
Tb11.01.1170	3884
Tb927.7.2780	690
Tb11.02.4290	5612
Tb09.160.5640	6153
Tb09.244.2670	1716
Tb927.7.1020	1042
Tb09.211.0830	1242
Tb927.10.11170	5642
Tb927.10.9330	2080
Tb11.02.1670	1732
Tb11.02.1860	1503
Tb927.7.5210	3657
Tb11.01.5820	2694
Tb927.5.4340	2224
Tb927.4.3060	2284
Tb11.02.5240	2511
Tb927.5.460	1588
Tb927.5.1990	6478
Tb927.10.480	2058
Tb927.4.4940	4961
Tb927.1.3070	1345
Tb927.10.6480	1546
Tb11.01.4310	6878
Tb927.1.5000	1473
Tb927.10.15220	1030
Tb09.142.0410	351
Tb09.211.0010	2833
Tb927.10.4380	741
Tb927.10.4390	720
Tb927.8.930	1443
Tb927.8.950	1805
Tb09.211.2750	836
Tb09.211.4155	675
Tb09.v1.0450	918
Tb09.v1.0470	2832
Tb09.v1.0500	942
Tb09.v1.0530	942
Tb927.10.5700	696
Tb927.10.5710	703
Tb927.10.990	1178
Tb927.4.1110	1957
Tb927.6.1310	2396
Tb927.7.360	2875
Tb927.7.370	989
Tb927.7.400	1591
Tb927.7.420	1592
Tb927.7.440	1666
Tb927.8.1250	3511
Tb11.02.3570	1370
Tb927.6.1860	938
Tb11.47.0015	5618
Tb927.5.4150	1764
Tb927.8.910	1812
Tb09.211.0580	6975
Tb927.10.14150	2692
Tb927.10.12720	3201
Tb927.4.2060	2087
Tb09.211.2950	2968
Tb927.5.1920	2170
Tb927.6.4100	2560
Tb927.8.2430	3992
Tb927.2.5200	2337
Tb927.10.4070	1176
Tb927.6.1730	4565
Tb927.8.3710	2965
Tb927.10.1970	4314
Tb927.5.4410	783
Tb11.02.5100	NA
Tb927.11.7214	1686
Tb927.2.4760	1793
Tb927.2.4920	1775
Tb927.2.5290	1810
Tb927.2.5300	1804
Tb927.2.5310	1795
Tb927.2.5320	1801
Tb927.2.5330	1816
Tb927.2.5340	1816
Tb927.2.5350	1816
Tb927.2.5360	1132
Tb11.01.7840	757
Tb927.8.4340	2579
Tb927.3.5300	888
Tb927.8.6330	2809
Tb927.8.5070	1101
Tb927.10.5850	14533
Tb927.5.4520	2940
Tb927.10.5990	1795
Tb11.01.4890	1400
Tb927.8.7080	4920
Tb927.10.6790	5184
Tb09.211.0160	2186
Tb927.3.3030	2231
Tb11.02.4250	2955
Tb927.10.2340	1290
Tb927.8.2860	10538
Tb927.6.350	918
Tb927.7.2170	4927
Tb927.6.4800	1629
Tb927.7.5550	1409
Tb927.10.12120	6601
Tb09.211.0290	2167
Tb927.8.2080	979
Tb927.10.1860	2076
Tb927.6.4150	1992
Tb11.01.5970	3702
Tb927.3.1010	2669
Tb927.7.5030	1496
Tb927.7.2810	1113
Tb927.3.1880	2313
Tb11.02.5580	3310
Tb927.5.2120	4880
Tb927.7.490	1910
Tb927.7.7190	5042
Tb927.3.1420	11078
Tb927.5.2620	5663
Tb927.3.5320	1542
Tb11.01.1880	3080
Tb927.10.4010	2178
Tb927.8.1050	9859
Tb927.10.14230	4619
Tb927.10.15360	5310
Tb09.211.3630	845
Tb09.160.0510	462
Tb927.5.4641	NA
Tb927.10.5500	1957
Tb11.01.4090	1786
Tb927.4.3210	1185
Tb927.4.3230	1191
Tb927.4.3250	1188
Tb927.4.3270	1110
Tb927.3.1800	4944
Tb09.211.1330	1085
Tb927.10.6230	3078
Tb927.10.12990	1003
Tb927.10.3770	2549
Tb09.211.2400	2255
Tb927.10.11990	1120
Tb927.2.3480	1822
Tb927.10.7630	3116
Tb927.5.2260	772
Tb927.10.10310	1731
Tb927.8.4560	3756
Tb11.03.0435	2492
Tb927.10.12930	1286
Tb927.5.2910	658
Tb11.02.0465	374
Tb927.2.3400	1051
Tb927.7.1890	961
Tb927.4.3050	477
Tb11.01.4400	3753
Tb927.1.3250	5788
Tb927.10.4880	1046
Tb927.10.5220	2055
Tb927.3.1940	1346
Tb927.10.13600	714
Tb09.211.1900	1430
Tb09.211.4740	1906
Tb11.01.1900	1270
Tb11.46.0006	1327
Tb927.5.2580	2103
Tb927.2.5720	3239
Tb09.v4.0097	933
Tb09.v4.0101	966
Tb09.v4.0167	1038
Tb927.3.100	1110
Tb11.02.0990	3380
Tb927.10.2920	3874
Tb927.10.12650	594
Tb11.02.0060	1899
Tb927.10.11280	444
Tb927.7.1940	474
Tb927.5.1970	3273
Tb927.10.2360	1083
Tb927.10.3820	7050
Tb09.244.2750	1395
Tb11.03.0570	2185
Tb11.01.6550	11306
Tb927.10.2500	2588
Tb927.10.3870	7656
Tb927.3.2730	5346
Tb09.211.2160	3193
Tb927.7.2280	1130
Tb927.10.15290	5657
Tb927.1.2000	561
Tb09.160.1040	1148
Tb927.1.1090	831
Tb09.142.0190	396
Tb09.160.0050	324
Tb09.160.0090	540
Tb09.160.0270	210
Tb09.160.0300	351
Tb09.160.0310	333
Tb09.160.0320	456
Tb09.160.0330	273
Tb09.160.0420	1145
Tb09.160.0590	366
Tb09.160.0640	288
Tb09.160.0660	342
Tb09.160.0800	573
Tb09.160.0880	333
Tb09.160.0960	1304
Tb09.160.0980	709
Tb09.160.1050	509
Tb09.160.1130	234
Tb09.160.1150	431
Tb09.160.1170	396
Tb09.160.1190	396
Tb09.160.1230	357
Tb09.160.1270	523
Tb09.160.1300	300
Tb09.160.1340	96
Tb09.160.1350	234
Tb09.160.1380	189
Tb09.160.1390	402
Tb09.160.1410	543
Tb09.160.1430	352
Tb09.160.1460	264
Tb09.160.1480	258
Tb09.160.1500	459
Tb09.160.1510	7869
Tb09.160.1530	225
Tb09.160.1540	342
Tb09.160.1590	402
Tb09.160.1600	426
Tb09.160.1620	510
Tb09.160.1630	255
Tb09.160.1640	213
Tb09.160.1700	108
Tb09.160.1720	201
Tb09.160.1730	345
Tb09.160.1750	282
Tb09.160.1770	189
Tb09.160.1800	152
Tb09.160.1810	153
Tb09.160.1840	195
Tb09.160.1850	258
Tb09.160.1860	510
Tb09.160.1870	111
Tb09.160.1880	342
Tb09.160.1890	111
Tb09.160.1900	129
Tb09.160.1920	405
Tb09.160.1930	297
Tb09.160.1960	318
Tb09.160.1970	652
Tb09.160.2030	162
Tb09.160.2080	462
Tb09.160.2140	708
Tb09.160.2190	177
Tb09.160.2270	144
Tb09.160.2300	396
Tb09.160.2310	363
Tb09.160.2320	129
Tb09.160.2330	264
Tb09.160.2340	156
Tb09.160.2390	291
Tb09.160.2430	291
Tb09.160.2630	135
Tb09.160.2640	141
Tb09.160.2660	117
Tb09.160.2680	291
Tb09.160.2690	417
Tb09.160.2700	360
Tb09.160.2720	150
Tb09.160.2730	480
Tb09.160.2740	412
Tb09.160.2750	144
Tb09.160.2760	312
Tb09.160.2850	273
Tb09.160.2870	682
Tb09.160.2920	156
Tb09.160.2930	369
Tb09.160.2950	1189
Tb09.160.3000	195
Tb09.160.3010	132
Tb09.160.3070	177
Tb09.160.3080	744
Tb09.160.3100	231
Tb09.160.3130	102
Tb09.160.3170	273
Tb09.160.3180	108
Tb09.160.3190	117
Tb09.160.3250	228
Tb09.160.3280	221
Tb09.160.3290	393
Tb09.160.3300	114
Tb09.160.3310	216
Tb09.160.3330	138
Tb09.160.3340	224
Tb09.160.3350	282
Tb09.160.3390	468
Tb09.160.3420	108
Tb09.160.3430	384
Tb09.160.3450	54
Tb09.160.3460	414
Tb09.160.3600	558
Tb09.160.3610	373
Tb09.160.3620	591
Tb09.160.3640	99
Tb09.160.3650	329
Tb09.160.3660	156
Tb09.160.3680	108
Tb09.160.3700	303
Tb09.160.3720	291
Tb09.160.3750	711
Tb09.160.3770	204
Tb09.160.3810	379
Tb09.160.3920	212
Tb09.160.3970	165
Tb09.160.4000	141
Tb09.160.4010	530
Tb09.160.4040	282
Tb09.160.4050	105
Tb09.160.4060	456
Tb09.160.4070	369
Tb09.160.4080	234
Tb09.160.4110	189
Tb09.160.4140	141
Tb09.160.4160	216
Tb09.160.4170	195
Tb09.160.4320	144
Tb09.160.4330	213
Tb09.160.4340	93
Tb09.160.4350	117
Tb09.160.4360	135
Tb09.160.4390	520
Tb09.160.4410	126
Tb09.160.4530	894
Tb09.160.4730	402
Tb09.160.4740	402
Tb09.160.4810	662
Tb09.160.4820	348
Tb09.160.4880	695
Tb09.160.4890	519
Tb09.160.4900	336
Tb09.160.4940	474
Tb09.160.4960	237
Tb09.160.4970	438
Tb09.160.4980	147
Tb09.160.4990	552
Tb09.160.5000	384
Tb09.160.5090	294
Tb09.160.5140	300
Tb09.160.5210	432
Tb09.160.5290	312
Tb09.160.5340	420
Tb09.160.5360	375
Tb09.160.5420	363
Tb09.160.5450	579
Tb09.160.5460	342
Tb09.160.5470	557
Tb09.160.5500	664
Tb09.160.5520	348
Tb09.160.5540	1160
Tb09.160.5630	1054
Tb09.211.0060	324
Tb09.211.0150	399
Tb09.211.0240	354
Tb09.211.0270	1237
Tb09.211.0360	573
Tb09.211.0420	375
Tb09.211.0490	669
Tb09.211.0640	360
Tb09.211.0650	477
Tb09.211.0660	300
Tb09.211.0670	273
Tb09.211.0750	336
Tb09.211.0780	451
Tb09.211.0970	1724
Tb09.211.0980	213
Tb09.211.1080	417
Tb09.211.1090	318
Tb09.211.1100	435
Tb09.211.1110	2327
Tb09.211.1120	234
Tb09.211.1180	288
Tb09.211.1260	333
Tb09.211.1340	695
Tb09.211.1410	411
Tb09.211.1420	300
Tb09.211.1430	393
Tb09.211.1440	381
Tb09.211.1450	306
Tb09.211.1460	402
Tb09.211.1520	456
Tb09.211.1560	351
Tb09.211.1660	390
Tb09.211.1710	300
Tb09.211.1730	225
Tb09.211.1840	441
Tb09.211.1860	432
Tb09.211.1920	306
Tb09.211.1970	546
Tb09.211.1980	351
Tb09.211.1990	123
Tb09.211.2000	123
Tb09.211.2120	582
Tb09.211.2130	423
Tb09.211.2140	63
Tb09.211.2170	285
Tb09.211.2210	183
Tb09.211.2280	972
Tb09.211.2340	369
Tb09.211.2390	1243
Tb09.211.2470	381
Tb09.211.2480	213
Tb09.211.2490	465
Tb09.211.2500	267
Tb09.211.2510	336
Tb09.211.2520	321
Tb09.211.2690	454
Tb09.211.2710	539
Tb09.211.2770	304
Tb09.211.2820	348
Tb09.211.2840	258
Tb09.211.2890	357
Tb09.211.2980	1097
Tb09.211.3060	462
Tb09.211.3090	330
Tb09.211.3190	163
Tb09.211.3260	510
Tb09.211.3360	387
Tb09.211.3380	372
Tb09.211.3450	561
Tb09.211.3520	2522
Tb09.211.3710	249
Tb09.211.3790	698
Tb09.211.3960	372
Tb09.211.4040	138
Tb09.211.4050	315
Tb09.211.4060	348
Tb09.211.4090	591
Tb09.211.4220	1056
Tb09.211.4250	192
Tb09.211.4340	1145
Tb09.211.4410	372
Tb09.211.4420	318
Tb09.211.4530	360
Tb09.211.4590	294
Tb09.211.4620	520
Tb09.211.4660	450
Tb09.211.4750	381
Tb09.211.4790	303
Tb09.211.4970	426
Tb09.211.5000	390
Tb09.244.0040	354
Tb09.244.0190	141
Tb09.244.0260	240
Tb09.244.0300	213
Tb09.244.0380	237
Tb09.244.0510	312
Tb09.244.1120	288
Tb09.244.1270	339
Tb09.244.1630	411
Tb09.244.1910	384
Tb09.244.1990	405
Tb09.244.2000	279
Tb09.244.2030	345
Tb09.244.2040	282
Tb09.244.2080	279
Tb09.244.2090	369
Tb09.244.2110	318
Tb09.244.2140	1008
Tb09.244.2360	399
Tb09.244.2610	348
Tb09.244.2870	441
Tb09.244.2880	75
Tb09.244.2990	219
Tb09.354.0020	318
Tb09.v1.0020	240
Tb09.v1.0050	111
Tb09.v1.0060	625
Tb09.v1.0080	348
Tb09.v1.0090	236
Tb09.v1.0100	654
Tb09.v1.0110	333
Tb09.v1.0140	447
Tb09.v1.0160	447
Tb09.v1.0180	345
Tb09.v1.0190	537
Tb09.v1.0210	336
Tb09.v1.0220	375
Tb09.v1.0230	684
Tb09.v1.0240	1264
Tb09.v1.0250	294
Tb09.v1.0260	387
Tb09.v1.0270	387
Tb09.v1.0280	432
Tb09.v1.0340	201
Tb09.v1.0360	761
Tb09.v1.0430	327
Tb09.v1.0570	164
Tb09.v1.0580	123
Tb09.v1.0590	261
Tb09.v1.0620	117
Tb09.v1.0630	348
Tb09.v1.0660	123
Tb09.v1.0670	180
Tb09.v1.0690	309
Tb09.v1.0710	195
Tb09.v1.0720	216
Tb09.v1.0730	372
Tb09.v1.0740	393
Tb09.v1.0750	551
Tb09.v1.0760	180
Tb09.v1.0840	444
Tb09.v1.0850	297
Tb09.v1.0860	195
Tb09.v1.0880	354
Tb09.v1.0910	354
Tb09.v1.0980	177
Tb09.v2.0040	291
Tb09.v2.0050	1731
Tb11.01.2080	405
Tb11.01.2870	336
Tb11.01.2980	845
Tb11.01.8790	465
Tb11.02.1570	381
Tb11.02.1960	719
Tb11.02.2990	339
Tb11.02.3730	381
Tb11.30.0002	699
Tb927.1.1070	537
Tb927.1.1110	168
Tb927.1.1180	954
Tb927.1.1250	670
Tb927.1.1260	495
Tb927.1.1280	1291
Tb927.1.1290	324
Tb927.1.1320	301
Tb927.1.1360	1155
Tb927.1.1410	435
Tb927.1.1430	453
Tb927.1.1440	195
Tb927.1.1450	222
Tb927.1.1460	543
Tb927.1.1480	3087
Tb927.1.1490	387
Tb927.1.1510	408
Tb927.1.1520	339
Tb927.1.1570	370
Tb927.1.1590	339
Tb927.1.1780	417
Tb927.1.1800	435
Tb927.1.1810	336
Tb927.1.1830	222
Tb927.1.1860	432
Tb927.1.1870	162
Tb927.1.1900	303
Tb927.1.1940	345
Tb927.1.1950	1456
Tb927.1.200	336
Tb927.1.2010	129
Tb927.1.2030	120
Tb927.1.2050	360
Tb927.1.2080	408
Tb927.1.2090	207
Tb927.1.2130	1277
Tb927.1.2140	968
Tb927.1.2170	378
Tb927.1.2180	450
Tb927.1.2220	429
Tb927.1.2240	361
Tb927.1.2250	816
Tb927.1.2270	146
Tb927.1.2280	761
Tb927.1.2290	342
Tb927.1.230	396
Tb927.1.2300	324
Tb927.1.2440	285
Tb927.1.2460	285
Tb927.1.2480	285
Tb927.1.250	324
Tb927.1.2500	282
Tb927.1.2520	282
Tb927.1.2540	285
Tb927.1.2560	285
Tb927.1.260	303
Tb927.1.2610	126
Tb927.1.2620	309
Tb927.1.2630	336
Tb927.1.2650	428
Tb927.1.2660	727
Tb927.1.2680	453
Tb927.1.2690	411
Tb927.1.2720	1511
Tb927.1.2810	279
Tb927.1.2830	258
Tb927.1.2840	279
Tb927.1.2860	258
Tb927.1.2870	279
Tb927.1.2890	258
Tb927.1.2900	354
Tb927.1.2910	219
Tb927.1.2920	309
Tb927.1.2930	468
Tb927.1.2940	384
Tb927.1.2950	270
Tb927.1.2960	168
Tb927.1.3020	213
Tb927.1.3080	309
Tb927.1.3090	153
Tb927.1.310	252
Tb927.1.3100	292
Tb927.1.3140	165
Tb927.1.3330	222
Tb927.1.3340	189
Tb927.1.3360	189
Tb927.1.3370	444
Tb927.1.3380	393
Tb927.1.340	375
Tb927.1.3420	344
Tb927.1.3430	129
Tb927.1.3440	298
Tb927.1.3460	411
Tb927.1.3470	198
Tb927.1.3480	351
Tb927.1.3490	399
Tb927.1.3500	111
Tb927.1.3510	195
Tb927.1.3520	372
Tb927.1.3530	300
Tb927.1.3540	339
Tb927.1.3570	327
Tb927.1.3580	393
Tb927.1.3590	285
Tb927.1.360	946
Tb927.1.3600	141
Tb927.1.3620	228
Tb927.1.3630	222
Tb927.1.3640	177
Tb927.1.3650	264
Tb927.1.3680	261
Tb927.1.3700	330
Tb927.1.3710	381
Tb927.1.3720	419
Tb927.1.3770	138
Tb927.1.3870	144
Tb927.1.390	285
Tb927.1.3900	153
Tb927.1.3920	258
Tb927.1.3930	240
Tb927.1.3960	165
Tb927.1.3970	147
Tb927.1.3980	201
Tb927.1.3990	207
Tb927.1.4000	706
Tb927.1.4030	333
Tb927.1.4060	306
Tb927.1.4070	219
Tb927.1.4080	171
Tb927.1.4120	96
Tb927.1.4130	363
Tb927.1.4150	327
Tb927.1.4190	108
Tb927.1.4200	162
Tb927.1.4210	312
Tb927.1.4240	309
Tb927.1.4260	155
Tb927.1.4270	354
Tb927.1.4320	198
Tb927.1.4330	1224
Tb927.1.4350	618
Tb927.1.4360	469
Tb927.1.4390	144
Tb927.1.4430	270
Tb927.1.4460	450
Tb927.1.4510	438
Tb927.1.4530	1589
Tb927.1.460	345
Tb927.1.4660	444
Tb927.1.4670	390
Tb927.1.4750	222
Tb927.1.4770	153
Tb927.1.4820	312
Tb927.1.4840	348
Tb927.1.4850	219
Tb927.1.4880	162
Tb927.1.4930	354
Tb927.1.4940	198
Tb927.1.4950	252
Tb927.1.4960	225
Tb927.1.4980	108
Tb927.1.4990	1403
Tb927.1.50	258
Tb927.1.5010	576
Tb927.1.5020	571
Tb927.1.5040	272
Tb927.1.5050	564
Tb927.1.5070	135
Tb927.1.5130	168
Tb927.1.5140	375
Tb927.1.5190	342
Tb927.1.5210	333
Tb927.1.5230	306
Tb927.1.5270	231
Tb927.1.5290	273
Tb927.1.5310	345
Tb927.1.550	437
Tb927.1.590	1397
Tb927.1.620	318
Tb927.1.660	174
Tb927.1.680	342
Tb927.1.770	273
Tb927.1.80	231
Tb927.1.810	399
Tb927.1.850	283
Tb927.1.900	309
Tb927.1.910	198
Tb927.1.920	192
Tb927.1.930	342
Tb927.1.940	537
Tb927.1.950	222
Tb927.1.960	312
Tb927.1.970	312
Tb927.1.980	114
Tb927.10.10060	348
Tb927.10.10660	360
Tb927.10.10860	513
Tb927.10.11490	360
Tb927.10.11740	111
Tb927.10.11790	132
Tb927.10.13050	231
Tb927.10.1360	403
Tb927.10.13940	381
Tb927.10.14850	363
Tb927.10.15560	432
Tb927.10.15630	390
Tb927.10.16130	1053
Tb927.10.2740	1756
Tb927.10.3220	2287
Tb927.10.4150	1176
Tb927.10.50	642
Tb927.10.7260	375
Tb927.10.860	503
Tb927.10.9460	195
Tb927.10.9520	372
Tb927.10.9540	375
Tb05.5K5.140	426
Tb09.v4.0019	471
Tb927.1.800	412
Tb09.211.0550	144
Tb09.211.1060	656
Tb09.211.2350	66
Tb927.1.1970	372
Tb927.1.2590	429
Tb927.1.3060	114
Tb927.1.3160	186
Tb927.1.3190	303
Tb927.1.3210	351
Tb927.1.3240	111
Tb927.1.3740	351
Tb927.1.4090	235
Tb927.1.4170	183
Tb927.1.4290	543
Tb927.1.4610	132
Tb927.1.4640	1147
Tb927.1.4790	372
Tb09.160.1080	NA
Tb09.160.1320	NA
Tb09.160.2120	NA
Tb09.160.2500	NA
Tb09.160.2560	NA
Tb09.160.2880	NA
Tb09.160.3200	NA
Tb09.160.3580	NA
Tb09.160.3790	NA
Tb09.160.3840	NA
Tb09.160.3870	NA
Tb09.160.3940	NA
Tb09.160.3950	NA
Tb09.160.4030	NA
Tb09.160.4100	NA
Tb09.160.4230	NA
Tb09.160.4260	NA
Tb09.160.4370	NA
Tb09.160.4420	NA
Tb09.160.4510	NA
Tb09.160.4650	NA
Tb09.160.5610	NA
Tb09.211.0570	NA
Tb09.211.1140	NA
Tb09.211.1160	NA
Tb09.211.4080	NA
Tb09.244.2690	NA
Tb09.v1.0170	NA
Tb09.v1.0200	NA
Tb09.v1.0550	NA
Tb09.v1.0560	NA
Tb09.v1.0600	NA
Tb09.v1.0610	NA
Tb09.v1.0780	108
Tb09.211.4940	525
Tb927.4.2440	1779
Tb927.5.296b	465
Tb927.11.20410	543
Tb927.11.20420	462
Tb927.10.6930	3900
Tb927.1.1760	441
Tb927.1.790	2691
Tb927.1.1300	961
Tb11.01.7120	1003
Tb927.10.1400	1765
Tb927.10.1470	1305
Tb927.10.1390	1513
Tb927.8.3250	14769
Tb927.2.5270	12791
Tb927.10.5350	12840
Tb927.7.920	13073
Tb927.2.3780	4371
Tb927.7.3280	3019
Tb927.8.6880	2612
Tb11.01.8590	1965
Tb927.7.4330	3291
Tb927.7.3980	3892
Tb09.211.4360	3808
Tb927.6.2640	1602
Tb927.10.2900	4834
Tb11.v5.0837	NA
Tb927.6.4740	3784
Tb11.01.8030	4548
Tb927.4.2640	3853
Tb927.5.500	4574
Tb927.5.500b	NA
Tb927.8.6450	1085
Tb927.5.1730	639
Tb927.5.1880	932
Tb927.3.2840	1292
Tb927.10.16120	2012
Tb927.3.2960	1194
Tb927.7.4570	1191
Tb927.8.3410	4789
Tb09.211.1030	2230
Tb927.8.7170	1240
Tb927.7.4400	4082
Tb09.211.3460	1138
Tb11.02.4140	2258
Tb927.5.2690	936
Tb09.160.4620	2512
Tb927.10.7110	2244
Tb927.4.1050	1587
Tb927.10.4760	1000
Tb927.3.4200	1316
Tb927.10.5380	4599
Tb927.5.3030	5028
Tb927.10.14470	6903
Tb927.10.1170	6422
Tb927.6.3290	792
Tb927.2.4530	1406
Tb927.6.3100	1643
Tb927.10.14980	3483
Tb927.10.11310	1281
Tb927.7.3370	2616
Tb927.10.14990	2962
Tb927.10.2640	2709
Tb11.55.0006	2849
Tb09.v2.0010	3249
Tb927.5.360b	2035
Tb927.5.390b	2032
Tb927.5.350b	6573
Tb927.5.370b	2041
Tb927.5.380b	2067
Tb927.5.400b	1665
Tb927.10.9450	1361
Tb927.2.1600	1793
Tb927.5.310	3632
Tb927.5.410	2492
Tb927.5.420	1259
Tb927.5.430	1966
Tb927.5.620	3505
Tb11.v5.0208	NA
Tb11.v5.0216	NA
Tb11.v5.0224	NA
Tb11.v5.0225	NA
Tb11.v5.0226	NA
Tb927.1.4450	3504
Tb927.8.2770	10955
Tb11.01.7550	2258
Tb11.01.6660	765
Tb927.5.3350	1998
Tb927.5.1030	1035
Tb09.211.2830	1766
Tb927.10.12000	1159
Tb09.211.4990	3477
Tb927.2.6180	3188
Tb927.2.6210	3184
Tb927.2.6230	3186
Tb927.2.6270	3185
Tb927.2.6310	3186
Tb11.v5.0215	NA
Tb927.8.5540	1448
Tb11.55.0013	2295
Tb927.5.309b	3650
Tb927.8.3690	3550
Tb11.03.0230	2071
Tb927.10.9190	3992
Tb09.211.0700	1364
Tb927.5.1760	2193
Tb11.55.0026	2322
Tb927.8.1930	894
Tb11.01.5220	2520
Tb927.8.3640	1485
Tb11.55.0004	1479
Tb11.v5.0486	NA
Tb927.10.1210	2280
Tb09.211.1500	1635
Tb11.01.0200	1680
Tb11.02.1370	2844
Tb927.1.820	1620
Tb11.v5.0471	NA
Tb927.10.7780	1070
Tb927.4.5130	1703
Tb927.10.6490	1061
Tb927.3.2210	2369
Tb11.02.0400	4079
Tb927.7.5040	2600
Tb11.01.2530	2705
Tb927.8.6460	1010
Tb927.4.2460	4369
Tb927.10.890	10046
Tb927.5.2410	5895
Tb927.6.1770	3286
Tb927.8.4950	4643
Tb11.02.4260	4364
Tb927.3.2020	2241
Tb927.6.4390	4221
Tb927.7.7120	4719
Tb927.10.5190	1646
Tb11.v5.0238	NA
Tb927.1.1350	2661
Tb11.v5.0392	NA
Tb11.v5.0493	NA
Tb927.7.3830	5566
Tb09.160.2260	2076
Tb927.4.3910	4756
Tb927.8.2630	2464
Tb927.10.14570	2496
Tb11.v5.0831	NA
