GeneID	ORFlength
Tb927.7.5400	1662
Tb927.7.5410	2721
Tb927.7.5420	1623
Tb927.7.5430	2721
Tb927.7.5500	3537
Tb927.7.5510	1020
Tb927.7.560	2322
Tb927.7.5610	3273
Tb927.7.5630	2001
Tb927.7.5670	924
Tb927.7.5690	1827
Tb927.7.5710	897
Tb927.7.5720	1050
Tb927.7.5750	3192
Tb927.7.5830	321
Tb927.7.5850	1875
Tb927.7.5870	627
Tb927.7.5890	2001
Tb927.7.620	1188
Tb927.7.6210	786
Tb927.7.6240	1584
Tb927.7.6250	1281
Tb927.7.6390	2907
Tb927.7.6400	513
Tb927.7.6480	2283
Tb927.7.6490	795
Tb927.7.6550	612
Tb927.7.6560	684
Tb927.7.6590	3054
Tb927.7.6600	807
Tb927.7.6630	2538
Tb927.7.670	2478
Tb927.7.6720	1170
Tb927.7.6730	2223
Tb927.7.6750	2187
Tb927.7.6760	3405
Tb927.7.6820	1014
Tb927.7.6870	519
Tb927.7.6880	687
Tb927.7.6920	1875
Tb927.7.6950	2463
Tb927.7.7150	1686
Tb927.7.7200	7188
Tb927.7.730	1827
Tb927.7.7340	1347
Tb927.7.750	2547
Tb927.7.760	1710
Tb927.7.790	1608
Tb927.7.810	4551
Tb927.7.850	1005
Tb927.7.860	3123
Tb927.7.980	2877
Tb927.8.1000	774
Tb927.8.1140	1056
Tb927.8.1230	552
Tb927.8.1280	4182
Tb927.8.1320	723
Tb927.8.1350	1089
Tb927.8.1380	1065
Tb927.8.1450	1434
Tb927.8.1580	834
Tb927.8.1700	2010
Tb927.8.1730	384
Tb927.8.1900	1185
Tb927.8.1970	915
Tb927.8.2120	1101
Tb927.8.2140	699
Tb927.8.2150	366
Tb927.8.2170	315
Tb927.8.2180	495
Tb927.8.2190	570
Tb927.8.2220	4488
Tb927.8.2330	705
Tb927.8.2340	354
Tb927.8.2350	1080
Tb927.8.2360	561
Tb927.8.2390	4398
Tb927.8.2420	918
Tb927.8.2440	606
Tb927.8.2570	1302
Tb927.8.2680	1962
Tb927.8.2700	720
Tb927.8.2730	1149
Tb927.8.2750	1335
Tb927.8.2830	714
Tb927.8.2840	1413
Tb927.8.2890	1269
Tb927.8.2950	1470
Tb927.8.2970	915
Tb927.8.3000	1533
Tb927.8.3020	1812
Tb927.8.3040	609
Tb927.8.3070	438
Tb927.8.3080	3915
Tb927.8.3190	945
Tb927.8.3210	519
Tb927.8.3230	1755
Tb927.8.3360	399
Tb927.8.3390	783
Tb927.8.3420	612
Tb927.8.3440	336
Tb927.8.3480	1827
Tb927.8.3540	2907
Tb927.8.3600	267
Tb927.8.3700	4461
Tb927.8.3720	1095
Tb927.8.3810	1173
Tb927.8.3880	726
Tb927.8.3900	927
Tb927.8.3940	1701
Tb927.8.3960	1230
Tb927.8.3980	2118
Tb927.8.3990	873
Tb927.8.4080	639
Tb927.8.4140	1215
Tb927.8.4160	3738
Tb927.8.4270	1854
Tb927.8.4350	3108
Tb927.8.4360	4107
Tb927.8.4420	537
Tb927.8.4520	534
Tb927.8.4590	606
Tb927.8.4670	1746
Tb927.8.4800	1239
Tb927.8.4850	903
Tb927.8.4900	3087
Tb927.8.4960	4380
Tb927.8.5110	3567
Tb927.8.5150	288
Tb927.8.5160	3630
Tb927.8.5190	771
Tb927.8.5270	840
Tb927.8.5320	402
Tb927.8.5350	513
Tb927.8.5360	417
Tb927.8.5400	2826
Tb927.8.5480	1026
Tb927.8.5610	1416
Tb927.8.5650	2745
Tb927.8.5670	525
Tb927.8.5700	1197
Tb927.8.5750	2637
Tb927.8.5800	477
Tb927.8.5850	12615
Tb927.8.5870	375
Tb927.8.5960	498
Tb927.8.6020	1110
Tb927.8.6100	3132
Tb927.8.6120	927
Tb927.8.6130	891
Tb927.8.6260	2844
Tb927.8.6290	1266
Tb927.8.6300	1458
Tb927.8.6310	363
Tb927.8.6320	1254
Tb927.8.6380	804
Tb927.8.6400	711
Tb927.8.6430	318
Tb927.8.6520	1245
Tb927.8.6550	822
Tb927.8.6570	675
Tb927.8.6610	1038
Tb927.8.670	873
Tb927.8.6700	1644
Tb927.8.6710	1785
Tb927.8.6720	1848
Tb927.8.6730	1785
Tb927.8.6790	4353
Tb927.8.6940	4383
Tb927.8.7060	4737
Tb927.8.7130	630
Tb927.8.7180	687
Tb927.8.7210	450
Tb927.8.7230	825
Tb927.8.7360	3024
Tb927.8.7470	1713
Tb927.8.7500	621
Tb927.8.770	1920
Tb927.8.7710	660
Tb927.8.7720	678
Tb927.8.7750	3315
Tb927.8.7780	2469
Tb927.8.780	3078
Tb927.8.7800	3603
Tb927.8.7810	921
Tb927.8.7830	3519
Tb927.8.790	3900
Tb927.8.8000	1629
Tb927.8.8010	2118
Tb927.8.8110	1728
Tb927.8.8130	2151
Tb927.8.8160	2466
Tb927.8.8190	1989
Tb927.8.8270	2823
Tb927.8.8320	1311
Tb927.8.840	3261
Tb927.8.850	2337
Tb927.8.860	675
Tb927.8.960	6585
Tb05.5K5.100	#N/A
Tb05.5K5.120	#N/A
Tb05.5K5.160	#N/A
Tb05.5K5.20	#N/A
Tb05.5K5.40	#N/A
Tb05.5K5.50	#N/A
Tb05.5K5.60	#N/A
Tb09.v4.0080	#N/A
Tb09.v4.0086	#N/A
Tb10.v4.0037	#N/A
Tb10.v4.0039	#N/A
Tb10.v4.0044	#N/A
Tb11.1520	#N/A
Tb09.v1.0150	1086
Tb927.1.1040	510
Tb11.01.2060	#N/A
Tb927.1.4440	#N/A
Tb927.10.13340	#N/A
Tb927.4.4800	#N/A
Tb11.02.1310	729
Tb927.1.4550	384
Tb927.1.4570	336
Tb927.1.4590	384
Tb927.1.4620	402
Tb09.211.3250	#N/A
Tb09.211.4260	#N/A
Tb11.01.0070	#N/A
Tb11.01.1340	396
Tb11.01.1380	2253
Tb11.01.3730	#N/A
Tb11.01.3760	552
Tb11.01.4290	1635
Tb11.01.4840	1005
Tb11.01.6700	381
Tb11.01.8600	2733
Tb11.03.0300	2280
Tb927.10.3450	#N/A
Tb927.10.3460	#N/A
Tb927.1.4680	996
Tb927.10.11600	1800
Tb927.5.2500	2088
Tb11.01.2430	16206
Tb927.4.4180	2499
Tb11.01.2730	#N/A
Tb927.4.540	1548
Tb11.02.5070b	x
Tb11.02.5100b	x
Tb11.02.5105b	x
Tb11.02.5360b	x
Tb11.02.5370b	x
Tb11.02.5430b	x
Tb11.02.5440b	x
Tb11.v5.0148	x
Tb11.v5.0149	x
Tb11.v5.0151	x
Tb11.v5.0155	x
Tb11.v5.0156	x
Tb11.v5.0157	x
Tb11.v5.0158	x
Tb11.v5.0159	x
Tb11.v5.0166	x
Tb11.v5.0167	x
Tb11.v5.0169	x
Tb11.v5.0170	x
Tb11.v5.0172	x
Tb11.v5.0173	x
Tb11.v5.0177	x
Tb11.v5.0180	x
Tb11.v5.0183	x
Tb11.v5.0184	x
Tb11.v5.0185	x
Tb11.v5.0187	x
Tb11.v5.0193	x
Tb11.v5.0194	x
Tb11.v5.0203	x
Tb11.v5.0218	x
Tb11.v5.0220	x
Tb11.v5.0232	x
Tb11.v5.0235	x
Tb11.v5.0237	x
Tb11.v5.0240	x
Tb11.v5.0257	x
Tb11.v5.0262	x
Tb11.v5.0266	x
Tb11.v5.0267	x
Tb11.v5.0272	x
Tb11.v5.0273	x
Tb11.v5.0280	x
Tb11.v5.0290	x
Tb11.v5.0292	x
Tb11.v5.0302	x
Tb11.v5.0315	x
Tb11.v5.0317	x
Tb11.v5.0318	x
Tb11.v5.0319	x
Tb11.v5.0320	x
Tb11.v5.0321	x
Tb11.v5.0322	x
Tb11.v5.0323	x
Tb11.v5.0337	x
Tb11.v5.0338	x
Tb11.v5.0339	x
Tb11.v5.0348	x
Tb11.v5.0350	x
Tb11.v5.0358	x
Tb11.v5.0359	x
Tb11.v5.0364	x
Tb11.v5.0365	x
Tb11.v5.0366	x
Tb11.v5.0368	x
Tb11.v5.0369	x
Tb11.v5.0371	x
Tb11.v5.0372	x
Tb11.v5.0373	x
Tb11.v5.0374	x
Tb11.v5.0375	x
Tb11.v5.0377	x
Tb11.v5.0378	x
Tb11.v5.0381	x
Tb11.v5.0382	x
Tb11.v5.0394	x
Tb11.v5.0395	x
Tb11.v5.0399	x
Tb11.v5.0404	x
Tb11.v5.0407	x
Tb11.v5.0412	x
Tb11.v5.0420	x
Tb11.v5.0426	x
Tb11.v5.0428	x
Tb11.v5.0433	x
Tb11.v5.0438	x
Tb11.v5.0439	x
Tb11.v5.0440	x
Tb11.v5.0444	x
Tb11.v5.0445	x
Tb11.v5.0446	x
Tb11.v5.0450	x
Tb11.v5.0451	x
Tb11.v5.0453	x
Tb11.v5.0458	x
Tb11.v5.0467	x
Tb11.v5.0472	x
Tb11.v5.0479	x
Tb11.v5.0482	x
Tb11.v5.0485	x
Tb11.v5.0488	x
Tb11.v5.0490	x
Tb11.v5.0497	x
Tb11.v5.0499	x
Tb11.v5.0502	x
Tb11.v5.0505	x
Tb11.v5.0506	x
Tb11.v5.0507	x
Tb11.v5.0508	x
Tb11.v5.0509	x
Tb11.v5.0517	x
Tb11.v5.0519	x
Tb11.v5.0522	x
Tb11.v5.0523	x
Tb11.v5.0524	x
Tb11.v5.0525	x
Tb11.v5.0528	x
Tb11.v5.0536	x
Tb11.v5.0542	x
Tb11.v5.0550	x
Tb11.v5.0555	x
Tb11.v5.0566	x
Tb11.v5.0568	x
Tb11.v5.0575	x
Tb11.v5.0579	x
Tb11.v5.0582	x
Tb11.v5.0583	x
Tb11.v5.0584	x
Tb11.v5.0586	x
Tb11.v5.0591	x
Tb11.v5.0593	x
Tb11.v5.0597	x
Tb11.v5.0603	x
Tb11.v5.0604	x
Tb11.v5.0606	x
Tb11.v5.0607	x
Tb11.v5.0611	x
Tb11.v5.0614	x
Tb11.v5.0615	x
Tb11.v5.0617	x
Tb11.v5.0618	x
Tb11.v5.0621	x
Tb11.v5.0623	x
Tb11.v5.0630	x
Tb11.v5.0637	x
Tb11.v5.0639	x
Tb11.v5.0642	x
Tb11.v5.0647	x
Tb11.v5.0648	x
Tb11.v5.0656	x
Tb11.v5.0657	x
Tb11.v5.0658	x
Tb11.v5.0663	x
Tb11.v5.0664	x
Tb11.v5.0665	x
Tb11.v5.0666	x
Tb11.v5.0678	x
Tb11.v5.0680	x
Tb11.v5.0681	x
Tb11.v5.0685	x
Tb11.v5.0686	x
Tb11.v5.0690	x
Tb11.v5.0691	x
Tb11.v5.0700	x
Tb11.v5.0705	x
Tb11.v5.0706	x
Tb11.v5.0707	x
Tb11.v5.0715	x
Tb11.v5.0716	x
Tb11.v5.0717	x
Tb11.v5.0719	x
Tb11.v5.0720	x
Tb11.v5.0721	x
Tb11.v5.0724	x
Tb11.v5.0725	x
Tb11.v5.0735	x
Tb11.v5.0737	x
Tb11.v5.0739	x
Tb11.v5.0740	x
Tb11.v5.0741	x
Tb11.v5.0745	x
Tb11.v5.0753	x
Tb11.v5.0762	x
Tb11.v5.0770	x
Tb11.v5.0771	x
Tb11.v5.0773	x
Tb11.v5.0779	x
Tb11.v5.0782	x
Tb11.v5.0790	x
Tb11.v5.0795	x
Tb11.v5.0796	x
Tb11.v5.0799	x
Tb11.v5.0801	x
Tb11.v5.0802	x
Tb11.v5.0805	x
Tb11.v5.0806	x
Tb11.v5.0808	x
Tb11.v5.0815	x
Tb11.v5.0823	x
Tb11.v5.0824	x
Tb11.v5.0828	x
Tb11.v5.0834	x
Tb11.v5.0841	x
Tb11.v5.0843	x
Tb11.v5.0845	x
Tb11.v5.0846	x
Tb11.v5.0852	x
Tb11.v5.0855	x
Tb11.v5.0856	x
Tb11.v5.0858	x
Tb11.v5.0861	x
Tb11.v5.0862	x
Tb11.v5.0863	x
Tb11.v5.0867	x
Tb11.v5.0875	x
Tb11.v5.0876	x
Tb11.v5.0882	x
Tb11.v5.0883	x
Tb11.v5.0884	x
Tb11.v5.0886	x
Tb11.v5.0887	x
Tb11.v5.0888	x
Tb11.v5.0890	x
Tb11.v5.0892	x
Tb11.v5.0893	x
Tb11.v5.0895	x
Tb11.v5.0897	x
Tb11.v5.0900	x
Tb11.v5.0902	x
Tb11.v5.0905	x
Tb11.v5.0940	x
Tb11.v5.0959	x
Tb11.v5.0961	x
Tb11.v5.0962	x
Tb11.v5.0964	x
Tb11.v5.0966	x
Tb11.v5.0967	x
Tb11.v5.0968	x
Tb11.v5.0969	x
Tb11.v5.0972	x
Tb11.v5.0982	x
Tb11.v5.0983	x
Tb11.v5.0984	x
Tb11.v5.0987	x
Tb11.v5.0988	x
Tb11.v5.0989	x
Tb11.v5.0990	x
Tb11.v5.0992	x
Tb11.v5.0993	x
Tb11.v5.0994	x
Tb11.v5.0995	x
Tb11.v5.0996	x
Tb11.v5.0997	x
Tb11.v5.1000	x
Tb11.v5.1001	x
Tb11.v5.1002	x
Tb11.v5.1003	x
Tb11.v5.1004	x
Tb11.v5.1005	x
Tb11.v5.1006	x
Tb11.v5.1007	x
Tb11.v5.1014	x
Tb11.v5.1030	x
Tb11.v5.1031	x
Tb11.v5.1041	x
Tb11.v5.1061	x
Tb11.v5.1063	x
Tb11.v5.1064	x
Tb927.9.2853	x
Tb927.9.2860	x
x	x
x	x
Tb927.11.11930.1	x
Tb927.11.11930.2	x
Tb927.11.12450.1	x
Tb927.11.12450.2	x
Tb927.11.12740.1	x
Tb927.11.12740.2	x
Tb927.11.13260.1	x
Tb927.11.13260.2	x
Tb927.11.15060.1	x
Tb927.11.15060.2	x
Tb927.11.16840.1	x
Tb927.11.16840.2	x
Tb927.11.840.1	x
Tb927.11.840.2	x
Tb927.11.9580.1	x
Tb927.11.9580.2	x
Tb927.11.9620.1	x
Tb927.11.9620.2	x
Tb927.4.1590.1	x
Tb927.4.1590.2	x
x	288
x	8472
x	282
x	495
x	1296
x	1734
x	330
x	378
x	840
x	747
x	2067
x	1287
x	1845
x	1377
x	225
x	189
x	282
x	288
x	294
x	450
x	231
x	285
x	198
x	564
x	294
x	321
x	1005
x	204
x	354
Tb927.11.18710	#N/A
Tb927.6.2430	1341
Tb927.8.1220	675
Tb927.3.4980	1653
Tb11.01.0980	5709
Tb11.01.7210	1902
Tb07.30D13.110	759
Tb07.30D13.130	639
Tb07.30D13.160	759
Tb07.30D13.180	744
Tb07.30D13.60	759
Tb07.30D13.80	777
Tb927.1.4810	1453
Tb927.6.4290	#N/A
Tb10.v4.0106	#N/A
Tb09.244.1240	924
Tb927.8.1390	#N/A
Tb927.8.1400	#N/A
Tb927.5.2490	1899
Tb927.2.1770	273
Tb11.15.0005	#N/A
Tb11.57.0009	813
Tb11.44.0003	948
Tb11.57.0025	312
Tb11.40.0010	#N/A
Tb11.49.0006	#N/A
Tb927.11.19700	#N/A
Tb11.01.7010	3219
Tb927.6.3350	1596
Tb11.55.0023	1419
Tb927.7.3810	1146
Tb927.4.4520	1515
Tb927.8.3890	792
Tb11.01.5060	1560
Tb09.211.1230	2958
Tb11.02.4110	1737
Tb11.01.7005	396
Tb11.01.0220	1305
Tb927.10.5830	1641
Tb927.10.13610	2199
Tb927.10.7230	7566
Tb927.10.10050	3666
Tb927.1.4280	2097
Tb927.3.4420	1332
Tb927.6.1470	672
Tb927.4.3400	1818
Tb11.02.3900	1155
Tb11.01.5930	4830
Tb11.02.4280	3960
Tb927.5.2330	13254
Tb927.4.3150	1032
Tb09.211.3830	423
Tb11.02.4300	1326
Tb927.3.5760	#N/A
Tb927.4.310	19842
Tb11.01.2810	5118
Tb927.8.7820	1515
Tb927.8.7760	2700
Tb927.8.1500	1806
Tb11.02.1470	2190
Tb927.6.2210	3387
Tb927.4.2240	1173
Tb11.15.0005b	x
Tb11.12.0004	1665
Tb927.10.5910	2400
Tb927.10.14740	1158
Tb09.160.0490	1395
Tb09.160.2650	3945
Tb927.3.4210	5313
Tb927.5.1960	1143
Tb927.7.6410	4371
Tb09.160.0910	831
Tb927.4.3330	552
Tb927.3.3790	861
Tb927.10.6960	963
Tb11.02.5290	888
Tb927.4.3000	1305
Tb09.v2.0450	302
Tb927.7.1060	1485
Tb927.3.4400	1083
Tb11.02.0880	13383
Tb927.10.8390	11166
Tb927.3.1910	1776
Tb927.10.15760	948
Tb927.7.3740	2550
Tb11.02.1000	2553
Tb927.4.3340	1311
Tb927.10.14020	1290
Tb927.10.3270	465
Tb11.18.0005	726
Tb927.5.3280	3567
Tb927.6.3590	3336
Tb927.8.5550	480
Tb09.211.2200	1377
Tb927.10.11140	4671
Tb09.160.0950	630
Tb11.02.4390	1653
Tb927.10.940	627
Tb927.3.3060	915
Tb927.4.1730	480
Tb927.4.3970	1464
Tb927.5.4090	726
Tb927.8.3820	1020
Tb927.7.3080	1290
Tb927.3.3260	969
Tb927.10.15310	1356
Tb11.02.0690	4953
Tb927.5.3190	627
Tb927.7.5240	1473
Tb927.4.2170	396
Tb927.10.8180	3612
Tb927.5.3490	915
Tb927.5.3460	1614
Tb927.3.870	1299
Tb927.10.450	1926
Tb927.6.3530	843
Tb927.4.2990	3870
Tb927.6.5070	1365
Tb11.39.0004	1200
Tb927.6.4270	711
Tb09.160.5620	708
Tb927.10.14920	3543
Tb11.02.1880	570
Tb927.10.6200	315
Tb927.4.720	318
Tb927.5.3250	4674
Tb927.5.570	6384
Tb927.7.6340	1329
Tb927.7.7090	459
Tb927.8.7480	1908
Tb927.8.940	6585
Tb09.160.0465	258
Tb09.244.2860	423
Tb11.01.4190	729
Tb11.02.1540	5022
Tb11.47.0021	810
Tb927.10.11920	468
Tb927.3.2940	909
Tb927.3.3570	489
Tb927.3.5410	612
Tb927.3.700	258
Tb927.4.4580	3252
Tb927.4.970	669
Tb927.6.4570	426
Tb927.6.5150	8841
Tb927.6.690	750
Tb927.7.2090	816
Tb11.01.7430	297
Tb11.02.2480	663
Tb927.7.7460	579
Tb927.10.10290	549
Tb927.10.9890	2616
Tb11.01.6790	1707
Tb11.01.2700	852
Tb11.02.0220	1866
Tb11.02.0358	3111
Tb11.02.0930	1593
Tb11.03.0860	1947
Tb927.10.11150	681
Tb927.10.3000	2358
Tb927.10.6620	1452
Tb927.3.5110	1458
Tb927.8.1070	2655
Tb927.8.4310	1947
Tb09.211.4520	1020
Tb927.8.1290	3321
Tb927.7.4120	1524
Tb927.8.4370	2733
Tb11.01.1960	1473
Tb11.01.8190	2352
Tb927.4.1910	732
Tb927.8.8280	789
Tb927.2.2230	1167
Tb927.10.4400	492
Tb927.6.1100	1479
Tb11.02.0980	2397
Tb11.01.1090	636
Tb11.02.0210	1386
Tb927.6.3220	3240
Tb927.3.1300	1233
Tb927.4.4570	2709
Tb927.7.2160	1026
Tb09.160.2200	1740
Tb09.211.4170	1524
Tb11.01.6430	1422
Tb11.02.1510	3435
Tb11.02.3770	324
Tb927.10.14660	1176
Tb927.2.5000	1221
Tb927.3.1810	981
Tb927.7.6640	4854
Tb927.8.4200	1884
Tb927.3.2050	4719
Tb11.01.0520	498
Tb09.211.0200	1497
Tb11.02.2810	1587
Tb927.10.1300	1269
Tb927.8.4690	375
Tb927.1.3310	759
Tb927.10.13790	2043
Tb927.10.14700	1029
Tb11.01.7530	1155
Tb927.3.5350	318
Tb927.5.2560	222
Tb927.8.2300	666
Tb09.211.1850	1032
Tb11.01.1800	369
Tb11.01.2020	1425
Tb11.02.0190	3246
Tb927.4.2250	1002
Tb927.10.10200	1410
Tb11.0840	#N/A
Tb927.10.13800	1296
Tb927.6.1990	975
Tb927.7.3550	3726
Tb927.7.4910	1110
Tb927.8.5370	1377
Tb09.211.0610	3162
Tb09.211.1150	#N/A
Tb11.02.0830	3171
Tb11.02.1410	3327
Tb11.03.0310	2508
Tb927.4.3470	1806
Tb927.7.4430	690
Tb927.7.7220	2739
Tb927.8.4190	696
Tb11.01.1170	2664
Tb927.7.2780	354
Tb11.02.4290	3780
Tb09.160.5640	5574
Tb09.244.2670	1632
Tb927.7.1020	954
Tb09.211.0830	1140
Tb927.10.11170	5424
Tb927.10.9330	1812
Tb11.02.1670	1617
Tb11.02.1860	1428
Tb927.7.5210	2697
Tb11.01.5820	1551
Tb927.5.4340	1851
Tb927.4.3060	447
Tb11.02.5240	1680
Tb927.5.460	333
Tb927.5.1990	795
Tb927.10.480	1302
Tb927.4.4940	2010
Tb927.1.3070	1242
Tb927.10.6480	1020
Tb11.01.4310	6588
Tb927.1.5000	816
Tb927.10.15220	585
Tb09.142.0410	#N/A
Tb09.211.0010	936
Tb927.10.4380	741
Tb927.10.4390	720
Tb927.8.930	1413
Tb927.8.950	1413
Tb09.211.2750	741
Tb09.211.4155	300
Tb09.v1.0450	918
Tb09.v1.0470	930
Tb09.v1.0500	942
Tb09.v1.0530	942
Tb927.10.5700	696
Tb927.10.5710	684
Tb927.10.990	1155
Tb927.4.1110	1380
Tb927.6.1310	1056
Tb927.7.360	1149
Tb927.7.370	471
Tb927.7.400	912
Tb927.7.420	912
Tb927.7.440	993
Tb927.8.1250	2412
Tb11.02.3570	909
Tb927.6.1860	825
Tb11.47.0015	3471
Tb927.5.4150	1161
Tb927.8.910	1398
Tb09.211.0580	6975
Tb927.10.14150	1440
Tb927.10.12720	2709
Tb927.4.2060	1761
Tb09.211.2950	1962
Tb927.5.1920	1899
Tb927.6.4100	2394
Tb927.8.2430	3540
Tb927.2.5200	2142
Tb927.10.4070	993
Tb927.6.1730	3831
Tb927.8.3710	2370
Tb927.10.1970	4218
Tb927.5.4410	657
Tb11.02.5100	#N/A
Tb927.11.7214	1647
Tb927.2.4760	1098
Tb927.2.4920	1056
Tb927.2.5290	1104
Tb927.2.5300	1098
Tb927.2.5310	1089
Tb927.2.5320	1095
Tb927.2.5330	1110
Tb927.2.5340	1110
Tb927.2.5350	1110
Tb927.2.5360	1110
Tb11.01.7840	603
Tb927.8.4340	603
Tb927.3.5300	519
Tb927.8.6330	2661
Tb927.8.5070	378
Tb927.10.5850	14232
Tb927.5.4520	2781
Tb927.10.5990	1332
Tb11.01.4890	909
Tb927.8.7080	4566
Tb927.10.6790	5184
Tb09.211.0160	1929
Tb927.3.3030	1110
Tb11.02.4250	879
Tb927.10.2340	294
Tb927.8.2860	2697
Tb927.6.350	858
Tb927.7.2170	4446
Tb927.6.4800	1257
Tb927.7.5550	1095
Tb927.10.12120	6579
Tb09.211.0290	1815
Tb927.8.2080	561
Tb927.10.1860	1083
Tb927.6.4150	642
Tb11.01.5970	2811
Tb927.3.1010	1803
Tb927.7.5030	1083
Tb927.7.2810	1041
Tb927.3.1880	2028
Tb11.02.5580	2925
Tb927.5.2120	1056
Tb927.7.490	1632
Tb927.7.7190	3957
Tb927.3.1420	10779
Tb927.5.2620	1359
Tb927.3.5320	1212
Tb11.01.1880	2409
Tb927.10.4010	2049
Tb927.8.1050	7962
Tb927.10.14230	4116
Tb927.10.15360	5311
Tb09.211.3630	816
Tb09.160.0510	423
Tb927.5.4641	#N/A
Tb927.10.5500	1041
Tb11.01.4090	1476
Tb927.4.3210	#N/A
Tb927.4.3230	#N/A
Tb927.4.3250	#N/A
Tb927.4.3270	#N/A
Tb927.3.1800	4386
Tb09.211.1330	684
Tb927.10.6230	2073
Tb927.10.12990	891
Tb927.10.3770	2103
Tb09.211.2400	1986
Tb927.10.11990	648
Tb927.2.3480	1146
Tb927.10.7630	2826
Tb927.5.2260	351
Tb927.10.10310	1446
Tb927.8.4560	3756
Tb11.03.0435	1554
Tb927.10.12930	624
Tb927.5.2910	540
Tb11.02.0465	327
Tb927.2.3400	1005
Tb927.7.1890	867
Tb927.4.3050	#N/A
Tb11.01.4400	2355
Tb927.1.3250	5307
Tb927.10.4880	675
Tb927.10.5220	1344
Tb927.3.1940	1317
Tb927.10.13600	477
Tb09.211.1900	762
Tb09.211.4740	1161
Tb11.01.1900	810
Tb11.46.0006	1308
Tb927.5.2580	888
Tb927.2.5720	366
Tb09.v4.0097	#N/A
Tb09.v4.0101	#N/A
Tb09.v4.0167	#N/A
Tb927.3.100	1110
Tb11.02.0990	3054
Tb927.10.2920	3171
Tb927.10.12650	594
Tb11.02.0060	930
Tb927.10.11280	444
Tb927.7.1940	474
Tb927.5.1970	828
Tb927.10.2360	570
Tb927.10.3820	6444
Tb09.244.2750	102
Tb11.03.0570	1173
Tb11.01.6550	9813
Tb927.10.2500	1065
Tb927.10.3870	6456
Tb927.3.2730	5085
Tb09.211.2160	918
Tb927.7.2280	894
Tb927.10.15290	5037
x	177
Tb927.1.2000	231
Tb09.160.1040	417
Tb927.1.1090	573
Tb09.142.0190	396
Tb09.160.0050	324
Tb09.160.0090	540
Tb09.160.0270	210
Tb09.160.0300	351
Tb09.160.0310	333
Tb09.160.0320	#N/A
Tb09.160.0330	#N/A
Tb09.160.0420	375
Tb09.160.0590	#N/A
Tb09.160.0640	#N/A
Tb09.160.0660	#N/A
Tb09.160.0800	#N/A
Tb09.160.0880	#N/A
Tb09.160.0960	348
Tb09.160.0980	#N/A
Tb09.160.1050	#N/A
Tb09.160.1130	#N/A
Tb09.160.1150	#N/A
Tb09.160.1170	#N/A
Tb09.160.1190	#N/A
Tb09.160.1230	#N/A
Tb09.160.1270	309
Tb09.160.1300	#N/A
Tb09.160.1340	#N/A
Tb09.160.1350	#N/A
Tb09.160.1380	#N/A
Tb09.160.1390	#N/A
Tb09.160.1410	#N/A
Tb09.160.1430	#N/A
Tb09.160.1460	#N/A
Tb09.160.1480	#N/A
Tb09.160.1500	#N/A
Tb09.160.1510	#N/A
Tb09.160.1530	#N/A
Tb09.160.1540	#N/A
Tb09.160.1590	#N/A
Tb09.160.1600	#N/A
Tb09.160.1620	#N/A
Tb09.160.1630	#N/A
Tb09.160.1640	#N/A
Tb09.160.1700	#N/A
Tb09.160.1720	#N/A
Tb09.160.1730	#N/A
Tb09.160.1750	#N/A
Tb09.160.1770	#N/A
Tb09.160.1800	#N/A
Tb09.160.1810	#N/A
Tb09.160.1840	#N/A
Tb09.160.1850	#N/A
Tb09.160.1860	#N/A
Tb09.160.1870	#N/A
Tb09.160.1880	#N/A
Tb09.160.1890	#N/A
Tb09.160.1900	#N/A
Tb09.160.1920	405
Tb09.160.1930	#N/A
Tb09.160.1960	#N/A
Tb09.160.1970	138
Tb09.160.2030	#N/A
Tb09.160.2080	#N/A
Tb09.160.2140	#N/A
Tb09.160.2190	#N/A
Tb09.160.2270	#N/A
Tb09.160.2300	#N/A
Tb09.160.2310	363
Tb09.160.2320	129
Tb09.160.2330	264
Tb09.160.2340	#N/A
Tb09.160.2390	#N/A
Tb09.160.2430	#N/A
Tb09.160.2630	#N/A
Tb09.160.2640	#N/A
Tb09.160.2660	#N/A
Tb09.160.2680	#N/A
Tb09.160.2690	#N/A
Tb09.160.2700	#N/A
Tb09.160.2720	#N/A
Tb09.160.2730	#N/A
Tb09.160.2740	#N/A
Tb09.160.2750	#N/A
Tb09.160.2760	#N/A
Tb09.160.2850	#N/A
Tb09.160.2870	#N/A
Tb09.160.2920	#N/A
Tb09.160.2930	#N/A
Tb09.160.2950	210
Tb09.160.3000	#N/A
Tb09.160.3010	#N/A
Tb09.160.3070	177
Tb09.160.3080	#N/A
Tb09.160.3100	#N/A
Tb09.160.3130	#N/A
Tb09.160.3170	#N/A
Tb09.160.3180	#N/A
Tb09.160.3190	#N/A
Tb09.160.3250	228
Tb09.160.3280	#N/A
Tb09.160.3290	#N/A
Tb09.160.3300	#N/A
Tb09.160.3310	144
Tb09.160.3330	#N/A
Tb09.160.3340	156
Tb09.160.3350	282
Tb09.160.3390	#N/A
Tb09.160.3420	#N/A
Tb09.160.3430	#N/A
Tb09.160.3450	54
Tb09.160.3460	414
Tb09.160.3600	#N/A
Tb09.160.3610	#N/A
Tb09.160.3620	#N/A
Tb09.160.3640	#N/A
Tb09.160.3650	#N/A
Tb09.160.3660	#N/A
Tb09.160.3680	#N/A
Tb09.160.3700	#N/A
